source,source_url,player_id,name,team,league,nationality,age,height,weight,main_position,overall_rating,rating_as_GK,rating_as_CB,rating_as_LB,rating_as_RB,rating_as_DMF,rating_as_CMF,rating_as_LMF,rating_as_RMF,rating_as_AMF,rating_as_LWF,rating_as_RWF,rating_as_SS,rating_as_CF,attacking_prowess,ball_control,dribbling,low_pass,lofted_pass,finishing,place_kicking,swerve,header,defensive_prowess,ball_winning,kicking_power,speed,explosive_power,body_control,physical_contact,jump,stamina,goalkeeping,catching,clearing,reflexes,coverage,weak_foot_usage,weak_foot_accuracy,form,injury_resistance
pesmaster,https://www.pesmaster.com/c-baird/pes-2018/player/4993/,4993,75 C. Baird,Derby County,English 2nd division,Northern Ireland,35,181,74,RB,,,,,,,,,,,,,,,72,67,77,75,63,65,64,,81,80,77,63,67,78,78,77,40,2,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/a-yahia/pes-2018/player/5009/,5009,75 A. Yahia,AS Nancy Lorraine,Ligue 2,Tunisia,36,187,81,CB,,,,,,,,,,,,,,,69,63,68,66,61,56,61,,,79,64,64,65,66,83,91,40,2,40,40,40,40,70,,,2,
pesmaster,https://www.pesmaster.com/m-pinilla/pes-2018/player/5069/,5069,76 M. Pinilla,Universidad de Chile,Chilean League,Chile,33,187,78,CF,,,,,,,,,,,,,,,77,72,65,65,78,68,70,,,41,84,72,70,60,83,87,40,2,40,40,40,40,72,,,1,
pesmaster,https://www.pesmaster.com/d-fletcher/pes-2018/player/5404/,5404,76 D. Fletcher,Stoke City,English League,Scotland,33,183,83,CMF,,,,,,,,,,,,,,,77,68,82,79,67,64,68,,84,82,79,63,65,64,72,73,40,2,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/a-le-tallec/pes-2018/player/5417/,5417,68 A. Le Tallec,US Orleans,Ligue 2,France,33,184,73,CF,,,,,,,,,,,,,,,72,70,69,63,70,73,69,,48,45,73,70,69,66,70,69,40,3,40,40,40,40,70,,,2,
pesmaster,https://www.pesmaster.com/a-mirante/pes-2018/player/5428/,5428,75 A. Mirante,Bologna,Italian League,Italy,34,193,79,GK,,,,,,,,,,,,,,,63,60,67,68,60,57,58,,61,65,73,66,65,68,78,79,84,2,82,81,83,82,73,,,3,
pesmaster,https://www.pesmaster.com/a-lennon/pes-2018/player/5430/,5430,74 A. Lennon,Burnley,English League,England,30,165,63,RWF,,,,,,,,,,,,,,,76,79,75,68,73,55,66,,53,54,69,84,86,75,68,63,40,2,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/g-whelan/pes-2018/player/5434/,5434,76 G. Whelan,Aston Villa,English 2nd division,Ireland,33,180,79,DMF,,,,,,,,,,,,,,,74,69,76,73,65,75,72,,82,78,72,65,60,71,79,73,40,2,40,40,40,40,79,,,2,
pesmaster,https://www.pesmaster.com/m-borriello/pes-2018/player/5440/,5440,77 M. Borriello,SPAL,Italian League,Italy,35,185,76,CF,,,,,,,,,,,,,,,76,76,67,64,82,73,71,,,46,82,73,66,65,82,80,40,2,40,40,40,40,78,,,2,
pesmaster,https://www.pesmaster.com/d-marney/pes-2018/player/5451/,5451,71 D. Marney,Burnley,English League,England,33,183,72,CMF,,,,,,,,,,,,,,,70,70,75,72,65,63,61,,72,71,75,70,69,69,74,78,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/a-gamberini/pes-2018/player/5490/,5490,77 A. Gamberini,Chievo,Italian League,Italy,36,185,80,CB,,,,,,,,,,,,,,,72,66,71,68,57,58,63,,83,83,74,73,69,67,80,79,40,3,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/s-garcia/pes-2018/player/5503/,5503,78 S. García,RCD Espanyol,Spanish League,Spain,34,174,72,SS,,,,,,,,,,,,,,,82,84,78,69,80,63,83,,45,49,79,76,78,60,73,59,40,2,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/f-agliardi/pes-2018/player/5508/,5508,70 F. Agliardi,A.C. Cesena,Italian 2nd division,Italy,34,191,90,GK,,,,,,,,,,,,,,,58,54,64,68,45,47,52,,56,50,77,67,65,67,82,70,79,2,77,76,79,78,63,,,3,
pesmaster,https://www.pesmaster.com/albiol/pes-2018/player/5518/,5518,82 Albiol,Napoli,Italian League,Spain,32,190,82,CB,,,,,,,,,,,,,,,74,65,77,72,63,65,65,,88,85,75,73,70,71,85,81,40,2,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/a-barzagli/pes-2018/player/5537/,5537,86 A. Barzagli,Juventus,Italian League,Italy,36,187,88,CB,,,,,,,,,,,,,,,75,75,77,76,60,60,65,,96,94,76,83,68,68,87,82,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/j-pinola/pes-2018/player/5538/,5538,76 J. Pinola,CA River Plate,Argentine League,Argentina,34,184,81,CB,,,,,,,,,,,,,,,68,67,71,68,57,55,66,,78,80,75,72,70,70,81,81,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/h-yebda/pes-2018/player/5576/,5576,74 H. Yebda,Belenenses,Portugal League,Algeria,33,187,80,CMF,,,,,,,,,,,,,,,78,75,73,74,65,71,70,,71,66,79,74,72,65,80,72,40,2,40,40,40,40,71,,,1,
pesmaster,https://www.pesmaster.com/b-bergougnoux/pes-2018/player/5582/,5582,66 B. Bergougnoux,Tours FC,Ligue 2,France,34,177,79,AMF,,,,,,,,,,,,,,,74,70,69,64,63,73,74,,53,58,71,69,70,82,71,59,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/f-clerc/pes-2018/player/5583/,5583,73 F. Clerc,Gazelec FC Ajaccio,Ligue 2,France,34,186,77,RB,,,,,,,,,,,,,,,70,72,75,76,64,70,72,,,71,79,70,67,67,75,71,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/n-maenpaa/pes-2018/player/5584/,5584,68 N. Mäenpää,Brighton & Hove Albion,English League,Finland,32,190,85,GK,,,,,,,,,,,,,,,46,47,46,46,42,43,42,,56,42,69,63,56,60,71,63,77,2,81,69,79,81,57,,,2,
pesmaster,https://www.pesmaster.com/d-gastaldello/pes-2018/player/5603/,5603,76 D. Gastaldello,Brescia,Italian 2nd division,Italy,34,185,77,CB,,,,,,,,,,,,,,,65,68,66,66,64,58,57,,80,81,72,70,71,70,81,80,40,2,40,40,40,40,73,,,3,
pesmaster,https://www.pesmaster.com/tiago-gomes/pes-2018/player/5673/,5673,75 Tiago Gomes,CD Feirense,Portugal League,Portugal,31,175,72,LB,,,,,,,,,,,,,,,72,70,70,67,52,64,68,,70,72,78,80,80,74,70,72,40,2,40,40,40,40,78,,,1,
pesmaster,https://www.pesmaster.com/v-kompany/pes-2018/player/5770/,5770,85 V. Kompany,Manchester City,English League,Belgium,31,193,85,CB,,,,,,,,,,,,,,,71,68,73,70,59,62,65,,,94,77,72,71,62,95,83,40,2,40,40,40,40,74,,,1,
pesmaster,https://www.pesmaster.com/i-akinfeev/pes-2018/player/5778/,5778,80 I. Akinfeev,PFK CSKA Moskva,Other European Teams,Russia,31,186,82,GK,,,,,,,,,,,,,,,55,45,56,55,43,55,49,,47,43,74,61,63,65,77,72,92,2,82,88,93,87,55,,,2,
pesmaster,https://www.pesmaster.com/renato/pes-2018/player/5847/,5847,79 Renato,Santos F.C.,Brazilian League,Brazil,38,178,80,DMF,,,,,,,,,,,,,,,83,74,79,77,63,71,73,,75,73,78,68,70,69,78,73,40,2,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/luis-fabiano/pes-2018/player/5848/,5848,74 Luís Fabiano,CR Vasco da Gama,Brazilian League,Brazil,37,186,81,CF,,,,,,,,,,,,,,,70,70,63,60,84,70,71,,,45,79,68,72,65,80,74,40,3,40,40,40,40,66,,,2,
pesmaster,https://www.pesmaster.com/s-schaars/pes-2018/player/6080/,6080,79 S. Schaars,SC Heerenveen,Eredivisie,Netherlands,33,177,70,DMF,,,,,,,,,,,,,,,81,75,78,78,67,78,76,,72,69,77,68,74,68,73,63,40,2,40,40,40,40,77,,,1,
pesmaster,https://www.pesmaster.com/g-coutinho/pes-2018/player/6089/,6089,70 G. Coutinho,AZ Alkmaar,Eredivisie,Netherlands,35,180,74,GK,,,,,,,,,,,,,,,52,54,58,60,44,47,42,,56,44,78,68,67,70,81,80,79,2,72,76,78,77,56,,,3,
pesmaster,https://www.pesmaster.com/r-haemhouts/pes-2018/player/6093/,6093,69 R. Haemhouts,NAC Breda,Eredivisie,Belgium,34,174,63,AMF,,,,,,,,,,,,,,,70,67,75,75,71,63,67,,74,68,72,64,68,80,66,69,40,3,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/d-boer/pes-2018/player/6150/,6150,72 D. Boer,PEC Zwolle,Eredivisie,Netherlands,37,194,89,GK,,,,,,,,,,,,,,,47,50,62,67,43,45,43,,66,46,76,64,58,62,80,74,81,2,79,80,77,79,62,,,3,
pesmaster,https://www.pesmaster.com/a-kruiswijk/pes-2018/player/6182/,6182,71 A. Kruiswijk,Vitesse,Eredivisie,Netherlands,33,182,73,LB,,,,,,,,,,,,,,,62,60,75,73,49,57,56,,82,81,73,66,61,64,84,78,40,2,40,40,40,40,78,,,1,
pesmaster,https://www.pesmaster.com/a-hadouir/pes-2018/player/6220/,6220,74 A. Hadouir,SBV Excelsior,Eredivisie,Netherlands,35,170,68,AMF,,,,,,,,,,,,,,,75,76,75,76,70,74,76,,59,58,72,73,76,74,68,72,40,4,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/j-hooiveld/pes-2018/player/6245/,6245,68 J. Hooiveld,FC Twente,Eredivisie,Netherlands,34,193,83,CB,,,,,,,,,,,,,,,62,52,64,56,58,55,56,,76,76,77,65,61,60,86,69,40,2,40,40,40,40,77,,,3,
pesmaster,https://www.pesmaster.com/r-babel/pes-2018/player/6259/,6259,77 R. Babel,Beşiktaş JK,Other European Teams,Netherlands,31,185,84,LWF,,,,,,,,,,,,,,,84,85,76,80,69,58,76,,45,52,79,83,79,82,83,67,40,1,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/t-vermaelen/pes-2018/player/6263/,6263,79 T. Vermaelen,FC Barcelona,Spanish League,Belgium,32,183,80,CB,,,,,,,,,,,,,,,64,60,77,75,53,68,64,,,76,81,72,73,75,80,90,40,1,40,40,40,40,68,,,1,
pesmaster,https://www.pesmaster.com/i-afellay/pes-2018/player/6265/,6265,77 I. Afellay,Stoke City,English League,Netherlands,31,180,76,AMF,,,,,,,,,,,,,,,81,80,80,77,70,75,78,,60,60,74,79,79,78,64,74,40,2,40,40,40,40,72,,,1,
pesmaster,https://www.pesmaster.com/d-benaglio/pes-2018/player/6334/,6334,78 D. Benaglio,AS Monaco,Ligue 1,Switzerland,34,194,89,GK,,,,,,,,,,,,,,,55,43,60,65,41,55,52,,62,44,72,60,62,57,82,82,88,2,86,77,85,86,63,,,2,
pesmaster,https://www.pesmaster.com/p-mertesacker/pes-2018/player/6408/,6408,79 P. Mertesacker,Arsenal,English League,Germany,33,198,90,CB,,,,,,,,,,,,,,,70,64,72,68,56,55,60,,,90,76,58,59,59,89,73,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/s-riether/pes-2018/player/6500/,6500,73 S. Riether,FC Schalke 04,Other European Teams,Germany,34,174,70,RB,,,,,,,,,,,,,,,74,70,75,74,49,51,59,,73,76,72,72,74,78,66,79,40,2,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/i-abate/pes-2018/player/6566/,6566,78 I. Abate,AC Milan,Italian League,Italy,31,180,73,RB,,,,,,,,,,,,,,,74,74,73,66,53,53,68,,72,74,67,89,85,76,71,73,40,1,40,40,40,40,85,,,2,
pesmaster,https://www.pesmaster.com/m-domizzi/pes-2018/player/6577/,6577,71 M. Domizzi,Venezia,Italian 2nd division,Italy,37,185,80,CB,,,,,,,,,,,,,,,70,64,69,75,61,70,75,,,77,78,65,63,66,78,73,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/s-farelli/pes-2018/player/6593/,6593,58 S. Farelli,Novara,Italian 2nd division,Italy,34,186,82,GK,,,,,,,,,,,,,,,44,45,45,44,43,42,48,,49,49,74,62,60,67,73,74,71,1,61,64,66,65,61,,,2,
pesmaster,https://www.pesmaster.com/a-floro-flores/pes-2018/player/6621/,6621,72 A. Floro Flores,Bari,Italian 2nd division,Italy,34,183,78,CF,,,,,,,,,,,,,,,74,74,69,64,75,64,65,,48,50,77,76,76,74,75,75,40,2,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/r-palladino/pes-2018/player/6633/,6633,74 R. Palladino,Spezia,Italian 2nd division,Italy,33,182,73,LWF,,,,,,,,,,,,,,,85,85,77,72,66,66,78,,43,43,75,78,78,72,64,65,40,3,40,40,40,40,73,,,3,
pesmaster,https://www.pesmaster.com/m-canini/pes-2018/player/6645/,6645,70 M. Canini,US Cremonese,Italian 2nd division,Italy,32,187,84,CB,,,,,,,,,,,,,,,63,63,66,65,53,54,57,,78,73,63,72,73,70,77,71,40,2,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/r-montolivo/pes-2018/player/6653/,6653,77 R. Montolivo,AC Milan,Italian League,Italy,32,181,65,DMF,,,,,,,,,,,,,,,83,73,82,84,67,75,77,,72,68,83,65,62,80,67,61,40,3,40,40,40,40,67,,,1,
pesmaster,https://www.pesmaster.com/g-pazzini/pes-2018/player/6657/,6657,77 G. Pazzini,Levante UD,Spanish League,Italy,33,180,77,CF,,,,,,,,,,,,,,,77,71,68,60,83,58,65,,,50,77,73,72,77,74,86,40,3,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/g-pandev/pes-2018/player/6693/,6693,73 G. Pandev,Genoa,Italian League,Macedonia,34,184,74,SS,,,,,,,,,,,,,,,82,85,75,70,72,71,78,,42,42,74,73,73,72,70,66,40,2,40,40,40,40,71,,,1,
pesmaster,https://www.pesmaster.com/f-brienza/pes-2018/player/6701/,6701,71 F. Brienza,Bari,Italian 2nd division,Italy,38,168,68,SS,,,,,,,,,,,,,,,84,80,80,76,65,77,78,,46,46,73,69,67,66,70,67,40,2,40,40,40,40,68,,,3,
pesmaster,https://www.pesmaster.com/ahmed-fathy/pes-2018/player/6864/,6864,71 Ahmed Fathy,Free,Position,Egypt,33,180,80,CMF,,,,,,,,,,,,,,,73,75,70,72,65,58,65,,68,73,75,75,77,69,72,68,40,4,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/r-gislason/pes-2018/player/6976/,6976,70 R. Gíslason,Free,Position,Iceland,29,184,76,RMF,,,,,,,,,,,,,,,72,75,69,73,62,60,66,,50,46,74,78,80,60,75,74,40,2,40,40,40,40,78,,,2,
pesmaster,https://www.pesmaster.com/m-silvestre/pes-2018/player/7030/,7030,76 M. Silvestre,Sampdoria,Italian League,Argentina,33,185,84,CB,,,,,,,,,,,,,,,66,63,66,69,55,59,61,,,79,74,68,65,65,82,87,40,2,40,40,40,40,79,,,2,
pesmaster,https://www.pesmaster.com/p-alvarez/pes-2018/player/7038/,7038,74 P. Álvarez,Huracán,Argentine League,Argentina,33,178,80,RB,,,,,,,,,,,,,,,71,71,70,67,57,55,66,,70,73,78,77,77,75,76,75,40,3,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/p-ledesma/pes-2018/player/7043/,7043,73 P. Ledesma,C.A. Colón,Argentine League,Argentina,33,178,79,CMF,,,,,,,,,,,,,,,73,72,76,72,72,68,61,,72,67,78,74,73,72,73,71,40,2,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/n-cardozo/pes-2018/player/7045/,7045,71 N. Cardozo,Racing Club,Argentine League,Argentina,31,173,68,CMF,,,,,,,,,,,,,,,74,77,74,72,60,72,74,,57,52,74,75,79,77,70,72,40,3,40,40,40,40,70,,,1,
pesmaster,https://www.pesmaster.com/d-montenegro/pes-2018/player/7054/,7054,74 D. Montenegro,Huracán,Argentine League,Argentina,38,173,71,AMF,,,,,,,,,,,,,,,77,73,77,79,70,82,82,,54,59,77,72,70,75,62,74,40,3,40,40,40,40,64,,,2,
pesmaster,https://www.pesmaster.com/j-mascherano/pes-2018/player/7056/,7056,82 J. Mascherano,Free,Position,Argentina,33,174,73,CB,,,,,,,,,,,,,,,80,68,82,84,62,62,65,,84,86,78,75,73,78,84,76,40,2,40,40,40,40,86,,,2,
pesmaster,https://www.pesmaster.com/c-nasuti/pes-2018/player/7066/,7066,74 C. Nasuti,Lorca FC,Spanish 2nd division,Argentina,35,181,84,CB,,,,,,,,,,,,,,,71,69,67,68,61,60,61,,75,73,77,73,71,77,79,75,40,3,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/artur-moraes/pes-2018/player/7068/,7068,71 Artur Moraes,CD Aves,Portugal League,Brazil,36,192,90,GK,,,,,,,,,,,,,,,63,51,72,74,44,46,44,,71,43,77,62,64,58,82,75,79,2,78,78,78,78,59,,,2,
pesmaster,https://www.pesmaster.com/gomes/pes-2018/player/7069/,7069,77 Gomes,Watford,English League,Brazil,36,191,91,GK,,,,,,,,,,,,,,,55,45,53,50,45,50,42,,60,45,75,62,60,62,73,84,84,2,77,72,91,92,57,,,2,
pesmaster,https://www.pesmaster.com/felipe-melo/pes-2018/player/7084/,7084,80 Felipe Melo,Palmeiras,Brazilian League,Brazil,34,183,76,DMF,,,,,,,,,,,,,,,76,70,81,77,64,60,58,,,82,84,71,74,70,86,85,40,2,40,40,40,40,77,,,3,
pesmaster,https://www.pesmaster.com/p-guinazu/pes-2018/player/7117/,7117,74 P. Guiñazú,Talleres de Córdoba,Argentine League,Argentina,39,174,68,DMF,,,,,,,,,,,,,,,68,66,77,71,59,61,72,,78,84,81,67,71,66,80,69,40,2,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/d-jones/pes-2018/player/7170/,7170,73 D. Jones,Sheffield Wednesday,English 2nd division,England,33,183,80,CMF,,,,,,,,,,,,,,,72,73,78,75,62,75,72,,71,69,67,70,69,68,72,62,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/b-jones/pes-2018/player/7174/,7174,76 B. Jones,Feyenoord Rotterdam,Eredivisie,Australia,35,191,76,GK,,,,,,,,,,,,,,,50,49,51,50,46,50,47,,60,45,73,59,57,66,82,81,82,2,79,82,86,86,59,,,2,
pesmaster,https://www.pesmaster.com/s-downing/pes-2018/player/7181/,7181,73 S. Downing,Middlesbrough,English 2nd division,England,33,180,64,LMF,,,,,,,,,,,,,,,77,76,74,77,67,72,82,,59,58,75,72,73,78,66,62,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/g-oneil/pes-2018/player/7199/,7199,69 G. O'Neil,Bristol City,English 2nd division,England,34,173,61,CMF,,,,,,,,,,,,,,,72,67,74,70,66,68,72,,67,67,72,64,64,80,67,71,40,2,40,40,40,40,83,,,2,
pesmaster,https://www.pesmaster.com/iraizoz/pes-2018/player/7238/,7238,77 Iraizoz,Girona FC,Spanish League,Spain,36,191,87,GK,,,,,,,,,,,,,,,55,41,55,60,52,55,72,,73,71,80,62,63,58,87,76,86,2,86,85,80,84,68,,,2,
pesmaster,https://www.pesmaster.com/gabi/pes-2018/player/7303/,7303,83 Gabi,Atlético de Madrid,Spanish League,Spain,34,180,76,CMF,,,,,,,,,,,,,,,83,75,85,84,69,77,87,,78,79,82,68,74,77,73,64,40,3,40,40,40,40,86,,,2,
pesmaster,https://www.pesmaster.com/toche/pes-2018/player/7305/,7305,74 Toché,Real Oviedo,Spanish 2nd division,Spain,34,186,78,CF,,,,,,,,,,,,,,,76,72,70,64,78,64,69,,48,50,76,68,70,64,78,78,40,2,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/dani-alves/pes-2018/player/7312/,7312,84 Dani Alves,Paris Saint-Germain,Ligue 1,Brazil,34,172,68,RB,,,,,,,,,,,,,,,84,82,81,88,70,72,84,,70,68,85,80,79,81,70,74,40,2,40,40,40,40,83,,,2,
pesmaster,https://www.pesmaster.com/jesus-navas/pes-2018/player/7327/,7327,78 Jesús Navas,Sevilla FC,Spanish League,Spain,32,170,60,RMF,,,,,,,,,,,,,,,80,81,75,76,65,61,80,,53,50,74,88,88,85,60,62,40,1,40,40,40,40,78,,,2,
pesmaster,https://www.pesmaster.com/sergio-ramos/pes-2018/player/7329/,7329,88 Sergio Ramos,Real Madrid,Spanish League,Spain,31,183,75,CB,,,,,,,,,,,,,,,75,66,73,76,62,66,67,,,86,75,78,77,66,84,95,40,2,40,40,40,40,86,,,3,
pesmaster,https://www.pesmaster.com/a-bizzarri/pes-2018/player/7330/,7330,74 A. Bizzarri,Udinese,Italian League,Argentina,40,193,89,GK,,,,,,,,,,,,,,,55,52,55,57,49,50,54,,49,54,77,64,65,59,81,75,84,2,81,80,82,82,57,,,2,
pesmaster,https://www.pesmaster.com/l-ponzio/pes-2018/player/7435/,7435,79 L. Ponzio,CA River Plate,Argentine League,Argentina,35,174,71,DMF,,,,,,,,,,,,,,,79,75,75,78,66,73,82,,77,77,80,72,70,74,78,69,40,2,40,40,40,40,82,,,3,
pesmaster,https://www.pesmaster.com/cesar-arzo/pes-2018/player/7461/,7461,68 César Arzo,Gimnástic de Tarragona,Spanish 2nd division,Spain,31,180,80,CB,,,,,,,,,,,,,,,69,62,73,72,59,65,66,,75,75,68,66,64,60,70,71,40,1,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/nene/pes-2018/player/7474/,7474,76 Nenê,CR Vasco da Gama,Brazilian League,Brazil,36,181,70,AMF,,,,,,,,,,,,,,,80,81,82,80,75,80,83,,42,42,75,71,74,70,67,60,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/ramis/pes-2018/player/7484/,7484,76 Ramis,SD Eibar,Spanish League,Spain,33,188,82,CB,,,,,,,,,,,,,,,72,63,72,69,60,65,72,,,81,75,66,69,60,85,74,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/jose-jurado/pes-2018/player/7506/,7506,79 José Jurado,RCD Espanyol,Spanish League,Spain,31,174,76,LWF,,,,,,,,,,,,,,,81,83,80,75,75,79,80,,56,57,76,73,78,78,66,64,40,2,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/juanfran/pes-2018/player/7507/,7507,82 Juanfran,Atlético de Madrid,Spanish League,Spain,32,180,72,RB,,,,,,,,,,,,,,,80,79,76,81,58,58,80,,81,82,69,85,78,64,75,67,40,2,40,40,40,40,84,,,3,
pesmaster,https://www.pesmaster.com/l-messi/pes-2018/player/7511/,7511,94 L. Messi,FC Barcelona,Spanish League,Argentina,30,170,72,RWF,,,,,,,,,,,,,,,96,96,88,86,95,90,89,,43,48,80,86,92,95,66,67,40,1,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/hilton/pes-2018/player/7642/,7642,78 Hilton,Montpellier Hérault SC,Ligue 1,Brazil,40,180,78,CB,,,,,,,,,,,,,,,74,66,76,78,55,60,58,,84,81,75,68,64,67,78,83,40,2,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/c-varrault/pes-2018/player/7697/,7697,71 C. Varrault,Dijon FCO,Ligue 1,France,37,182,76,CB,,,,,,,,,,,,,,,67,62,71,69,52,60,69,,74,73,69,67,65,67,81,78,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/y-hadji/pes-2018/player/7704/,7704,73 Y. Hadji,AS Nancy Lorraine,Ligue 2,Morocco,37,183,77,CF,,,,,,,,,,,,,,,75,75,61,73,76,72,73,,51,73,63,67,73,56,74,78,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/l-pionnier/pes-2018/player/7771/,7771,74 L. Pionnier,Montpellier Hérault SC,Ligue 1,France,35,183,77,GK,,,,,,,,,,,,,,,52,53,55,60,45,53,45,,62,44,79,66,71,51,77,76,82,2,82,84,84,81,55,,,3,
pesmaster,https://www.pesmaster.com/y-pele/pes-2018/player/7781/,7781,79 Y. Pelé,Olympique de Marseille,Ligue 1,France,35,196,89,GK,,,,,,,,,,,,,,,70,62,71,76,55,58,52,,58,64,73,77,77,62,84,77,88,3,89,85,85,83,65,,,2,
pesmaster,https://www.pesmaster.com/m-bodmer/pes-2018/player/7782/,7782,75 M. Bodmer,Amiens SC,Ligue 1,France,35,190,90,DMF,,,,,,,,,,,,,,,77,74,77,75,61,66,67,,79,75,77,62,67,64,78,71,40,2,40,40,40,40,66,,,1,
pesmaster,https://www.pesmaster.com/b-sagna/pes-2018/player/7793/,7793,81 B. Sagna,Benevento Calcio,Italian League,France,34,176,72,RB,,,,,,,,,,,,,,,76,75,71,75,55,57,67,,79,83,71,76,77,76,81,82,40,2,40,40,40,40,83,,,2,
pesmaster,https://www.pesmaster.com/j-blayac/pes-2018/player/7806/,7806,69 J. Blayac,RC Strasbourg Alsace,Ligue 1,France,34,187,80,CF,,,,,,,,,,,,,,,70,68,67,59,73,58,63,,,48,73,70,68,62,83,78,40,2,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/e-didot/pes-2018/player/7809/,7809,76 É. Didot,En Avant de Guingamp,Ligue 1,France,34,178,65,CMF,,,,,,,,,,,,,,,72,76,76,79,71,77,82,,74,65,73,69,71,67,75,71,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/dante/pes-2018/player/7814/,7814,81 Dante,OGC Nice,Ligue 1,Brazil,34,188,89,CB,,,,,,,,,,,,,,,76,69,78,80,58,65,68,,,85,76,74,74,67,85,73,40,2,40,40,40,40,81,,,3,
pesmaster,https://www.pesmaster.com/j-mathieu/pes-2018/player/7817/,7817,80 J. Mathieu,Sporting,Portugal League,France,34,189,84,CB,,,,,,,,,,,,,,,70,61,72,77,61,79,79,,80,81,81,77,67,69,89,67,40,1,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/s-diarra/pes-2018/player/7823/,7823,69 S. Diarra,Valenciennes FC,Ligue 2,Mali,33,176,74,LWF,,,,,,,,,,,,,,,71,70,70,65,64,56,66,,55,56,67,81,79,73,68,65,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/m-flamini/pes-2018/player/7836/,7836,74 M. Flamini,Getafe CF,Spanish League,France,33,178,67,DMF,,,,,,,,,,,,,,,75,70,77,72,60,56,66,,78,79,78,66,64,70,75,70,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/s-darbion/pes-2018/player/7840/,7840,71 S. Darbion,ESTAC Troyes,Ligue 1,France,33,183,77,LMF,,,,,,,,,,,,,,,74,72,75,72,68,74,75,,66,58,75,70,67,70,72,70,40,3,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/b-assouekotto/pes-2018/player/7841/,7841,71 B. Assou-Ekotto,FC Metz,Ligue 1,Cameroon,33,178,70,LB,,,,,,,,,,,,,,,73,73,74,68,49,72,67,,70,71,79,77,75,68,74,68,40,1,40,40,40,40,70,,,2,
pesmaster,https://www.pesmaster.com/s-baradji/pes-2018/player/7845/,7845,61 S. Baradji,Amiens SC,Ligue 1,France,33,183,77,DMF,,,,,,,,,,,,,,,60,56,67,61,53,51,53,,69,64,75,61,62,59,80,81,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/g-bourillon/pes-2018/player/7857/,7857,72 G. Bourillon,Châteauroux,Ligue 2,France,33,187,74,CB,,,,,,,,,,,,,,,70,69,72,75,61,65,66,,75,75,74,69,64,65,78,74,40,2,40,40,40,40,73,,,1,
